http://purl.bioontology.org/ontology/RXNORM/44	http://purl.bioontology.org/ontology/NDFRT/N0000147597	MESNA
http://purl.bioontology.org/ontology/RXNORM/44	http://purl.bioontology.org/ontology/NDFRT/N0000007017	Mesna [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/61	http://purl.bioontology.org/ontology/NDFRT/N0000177951	BETA-ALANINE
http://purl.bioontology.org/ontology/RXNORM/61	http://purl.bioontology.org/ontology/NDFRT/N0000170224	beta-Alanine [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/74	http://purl.bioontology.org/ontology/NDFRT/N0000006481	4-Aminobenzoic Acid [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/74	http://purl.bioontology.org/ontology/NDFRT/N0000147349	PARA-AMINOBENZOIC ACID
http://purl.bioontology.org/ontology/RXNORM/90	http://purl.bioontology.org/ontology/NDFRT/N0000148114	EICOSAPENTAENOIC ACID
http://purl.bioontology.org/ontology/RXNORM/90	http://purl.bioontology.org/ontology/NDFRT/N0000004740	Eicosapentaenoic Acid [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/94	http://purl.bioontology.org/ontology/NDFRT/N0000170250	5-Hydroxytryptophan [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/94	http://purl.bioontology.org/ontology/NDFRT/N0000176007	HYDROXYTRYPTOPHAN
http://purl.bioontology.org/ontology/RXNORM/97	http://purl.bioontology.org/ontology/NDFRT/N0000148214	TICLOPIDINE HYDROCHLORIDE
http://purl.bioontology.org/ontology/RXNORM/97	http://purl.bioontology.org/ontology/NDFRT/N0000178877	Ticlopidine Hydrochloride [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/99	http://purl.bioontology.org/ontology/NDFRT/N0000170207	6-Aminocaproic Acid [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/99	http://purl.bioontology.org/ontology/NDFRT/N0000146262	AMINOCAPROIC ACID
http://purl.bioontology.org/ontology/RXNORM/103	http://purl.bioontology.org/ontology/NDFRT/N0000006010	6-Mercaptopurine [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/103	http://purl.bioontology.org/ontology/NDFRT/N0000147079	MERCAPTOPURINE
http://purl.bioontology.org/ontology/RXNORM/110	http://purl.bioontology.org/ontology/NDFRT/N0000146819	OXYQUINOLINE
http://purl.bioontology.org/ontology/RXNORM/110	http://purl.bioontology.org/ontology/NDFRT/N0000006016	Oxyquinoline [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/149	http://purl.bioontology.org/ontology/NDFRT/N0000147688	ACEBUTOLOL
http://purl.bioontology.org/ontology/RXNORM/149	http://purl.bioontology.org/ontology/NDFRT/N0000007333	Acebutolol [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/154	http://purl.bioontology.org/ontology/NDFRT/N0000167009	Acenocoumarol [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/155	http://purl.bioontology.org/ontology/NDFRT/N0000167279	Acepromazine [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/161	http://purl.bioontology.org/ontology/NDFRT/N0000145898	ACETAMINOPHEN
http://purl.bioontology.org/ontology/RXNORM/161	http://purl.bioontology.org/ontology/NDFRT/N0000007359	Acetaminophen [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/162	http://purl.bioontology.org/ontology/NDFRT/N0000148278	ACETANILIDE
http://purl.bioontology.org/ontology/RXNORM/162	http://purl.bioontology.org/ontology/NDFRT/N0000175353	acetanilide [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/164	http://purl.bioontology.org/ontology/NDFRT/N0000147025	ACETATE
http://purl.bioontology.org/ontology/RXNORM/167	http://purl.bioontology.org/ontology/NDFRT/N0000146250	ACETAZOLAMIDE
http://purl.bioontology.org/ontology/RXNORM/167	http://purl.bioontology.org/ontology/NDFRT/N0000007364	Acetazolamide [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/168	http://purl.bioontology.org/ontology/NDFRT/N0000145831	ACETIC ACID
http://purl.bioontology.org/ontology/RXNORM/168	http://purl.bioontology.org/ontology/NDFRT/N0000146780	ACETIC ACID,GLACIAL
http://purl.bioontology.org/ontology/RXNORM/168	http://purl.bioontology.org/ontology/NDFRT/N0000006517	Acetic Acid [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/173	http://purl.bioontology.org/ontology/NDFRT/N0000145888	ACETOHEXAMIDE
http://purl.bioontology.org/ontology/RXNORM/173	http://purl.bioontology.org/ontology/NDFRT/N0000007387	Acetohexamide [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/178	http://purl.bioontology.org/ontology/NDFRT/N0000147297	ACETONE
http://purl.bioontology.org/ontology/RXNORM/178	http://purl.bioontology.org/ontology/NDFRT/N0000007389	Acetone [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/193	http://purl.bioontology.org/ontology/NDFRT/N0000179824	ACETYLCARNITINE
http://purl.bioontology.org/ontology/RXNORM/193	http://purl.bioontology.org/ontology/NDFRT/N0000166509	Acetylcarnitine [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/194	http://purl.bioontology.org/ontology/NDFRT/N0000147690	ACETYLCHOLINE
http://purl.bioontology.org/ontology/RXNORM/194	http://purl.bioontology.org/ontology/NDFRT/N0000006306	Acetylcholine [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/195	http://purl.bioontology.org/ontology/NDFRT/N0000167628	Acetylcholinesterase [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/197	http://purl.bioontology.org/ontology/NDFRT/N0000147113	ACETYLCYSTEINE
http://purl.bioontology.org/ontology/RXNORM/197	http://purl.bioontology.org/ontology/NDFRT/N0000006327	Acetylcysteine [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/199	http://purl.bioontology.org/ontology/NDFRT/N0000168451	Acetyldigoxins [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/200	http://purl.bioontology.org/ontology/NDFRT/N0000166369	Acetylene [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/236	http://purl.bioontology.org/ontology/NDFRT/N0000148064	ACIDULATED PHOSPHATE FLUORIDE
http://purl.bioontology.org/ontology/RXNORM/236	http://purl.bioontology.org/ontology/NDFRT/N0000006411	Acidulated Phosphate Fluoride [Chemical/Ingredient
http://purl.bioontology.org/ontology/RXNORM/239	http://purl.bioontology.org/ontology/NDFRT/N0000168464	Aclarubicin [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/249	http://purl.bioontology.org/ontology/NDFRT/N0000148332	ACRIFLAVINE
http://purl.bioontology.org/ontology/RXNORM/249	http://purl.bioontology.org/ontology/NDFRT/N0000006483	Acriflavine [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/270	http://purl.bioontology.org/ontology/NDFRT/N0000148017	SPECTINOMYCIN
http://purl.bioontology.org/ontology/RXNORM/270	http://purl.bioontology.org/ontology/NDFRT/N0000006595	Spectinomycin [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/272	http://purl.bioontology.org/ontology/NDFRT/N0000178878	Activated Charcoal [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/272	http://purl.bioontology.org/ontology/NDFRT/N0000147392	CHARCOAL,ACTIVATED
http://purl.bioontology.org/ontology/RXNORM/281	http://purl.bioontology.org/ontology/NDFRT/N0000147084	ACYCLOVIR
http://purl.bioontology.org/ontology/RXNORM/281	http://purl.bioontology.org/ontology/NDFRT/N0000007269	Acyclovir [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/290	http://purl.bioontology.org/ontology/NDFRT/N0000147177	ADENINE
http://purl.bioontology.org/ontology/RXNORM/290	http://purl.bioontology.org/ontology/NDFRT/N0000007309	Adenine [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/296	http://purl.bioontology.org/ontology/NDFRT/N0000147627	ADENOSINE
http://purl.bioontology.org/ontology/RXNORM/296	http://purl.bioontology.org/ontology/NDFRT/N0000007355	Adenosine [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/309	http://purl.bioontology.org/ontology/NDFRT/N0000147254	ADENOSINE PHOSPHATE
http://purl.bioontology.org/ontology/RXNORM/309	http://purl.bioontology.org/ontology/NDFRT/N0000170817	Adenosine Monophosphate [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/318	http://purl.bioontology.org/ontology/NDFRT/N0000180300	ADENOSINE TRIPHOSPHATE
http://purl.bioontology.org/ontology/RXNORM/318	http://purl.bioontology.org/ontology/NDFRT/N0000170830	Adenosine Triphosphate [Chemical/Ingredient]
http://purl.bioontology.org/ontology/RXNORM/362	http://purl.bioontology.org/ontology/NDFRT/N0000146375	EPINEPHRINE HYDROCHLORIDE
