ABACAVIR	Antivirals	HLA-B*5701	6a3b10fc-4b2a-45e3-16a1-ef79187a6dfb	Boxed Warning
ABACAVIR	Antivirals	HLA-B*5701	6a3b10fc-4b2a-45e3-16a1-ef79187a6dfb	Contraindications
ABACAVIR	Antivirals	HLA-B*5701	6a3b10fc-4b2a-45e3-16a1-ef79187a6dfb	Warnings and Precautions
ABACAVIR	Antivirals	HLA-B*5701	6a3b10fc-4b2a-45e3-16a1-ef79187a6dfb	Patient Counseling Information
ABACAVIR	Antivirals	HLA-B*5701	080e3423-5962-4465-8e78-cd8793699336	Boxed Warning
ABACAVIR	Antivirals	HLA-B*5701	080e3423-5962-4465-8e78-cd8793699336	Contraindications
ABACAVIR	Antivirals	HLA-B*5701	080e3423-5962-4465-8e78-cd8793699336	Warnings and Precautions
ABACAVIR	Antivirals	HLA-B*5701	080e3423-5962-4465-8e78-cd8793699336	Patient Counseling Information
ABACAVIR	Antivirals	HLA-B*5701	e0fc8605-1d64-41ab-af7e-bcf66a57c1fd	Boxed Warning
ABACAVIR	Antivirals	HLA-B*5701	e0fc8605-1d64-41ab-af7e-bcf66a57c1fd	Contraindications
ABACAVIR	Antivirals	HLA-B*5701	e0fc8605-1d64-41ab-af7e-bcf66a57c1fd	Warnings and Precautions
ABACAVIR	Antivirals	HLA-B*5701	e0fc8605-1d64-41ab-af7e-bcf66a57c1fd	Patient Counseling Information
ABACAVIR	Antivirals	HLA-B*5701	ca73b519-015a-436d-aa3c-af53492825a1	Boxed Warning
ABACAVIR	Antivirals	HLA-B*5701	ca73b519-015a-436d-aa3c-af53492825a1	Contraindications
ABACAVIR	Antivirals	HLA-B*5701	ca73b519-015a-436d-aa3c-af53492825a1	Warnings and Precautions
ABACAVIR	Antivirals	HLA-B*5701	ca73b519-015a-436d-aa3c-af53492825a1	Patient Counseling Information
ABACAVIR	Antivirals	HLA-B*5701	9b32f5a4-d0f7-486b-b699-8dc9202b6869	Boxed Warning
ABACAVIR	Antivirals	HLA-B*5701	9b32f5a4-d0f7-486b-b699-8dc9202b6869	Contraindications
ABACAVIR	Antivirals	HLA-B*5701	9b32f5a4-d0f7-486b-b699-8dc9202b6869	Warnings and Precautions
ABACAVIR	Antivirals	HLA-B*5701	9b32f5a4-d0f7-486b-b699-8dc9202b6869	Patient Counseling Information
ABACAVIR	Antivirals	HLA-B*5701	ff62bcaa-a200-4ebf-a9ca-1ab2c254751c	Boxed Warning
ABACAVIR	Antivirals	HLA-B*5701	ff62bcaa-a200-4ebf-a9ca-1ab2c254751c	Contraindications
ABACAVIR	Antivirals	HLA-B*5701	ff62bcaa-a200-4ebf-a9ca-1ab2c254751c	Warnings and Precautions
ABACAVIR	Antivirals	HLA-B*5701	ff62bcaa-a200-4ebf-a9ca-1ab2c254751c	Patient Counseling Information
ABACAVIR	Antivirals	HLA-B*5701	80c1702a-973c-436a-90f8-69b29674dca0	Boxed Warning
ABACAVIR	Antivirals	HLA-B*5701	80c1702a-973c-436a-90f8-69b29674dca0	Contraindications
ABACAVIR	Antivirals	HLA-B*5701	80c1702a-973c-436a-90f8-69b29674dca0	Warnings and Precautions
ABACAVIR	Antivirals	HLA-B*5701	80c1702a-973c-436a-90f8-69b29674dca0	Patient Counseling Information
ABACAVIR	Antivirals	HLA-B*5701	f1139e7f-2db9-4961-9da3-9b7f2088736f	Boxed Warning
ABACAVIR	Antivirals	HLA-B*5701	f1139e7f-2db9-4961-9da3-9b7f2088736f	Contraindications
ABACAVIR	Antivirals	HLA-B*5701	f1139e7f-2db9-4961-9da3-9b7f2088736f	Warnings and Precautions
