10,12-OCTADECADIENOIC ACID, (10E,12Z)-	http://www.drugbank.ca/drugs/DB04746	\N
12-BROMO-1-DODECANOL	http://www.drugbank.ca/drugs/DB02619	\N
12-BROMODODECANOIC ACID	http://www.drugbank.ca/drugs/DB02405	\N
1,2-DIMETHOXYETHANE	http://www.drugbank.ca/drugs/DB01749	\N
1,2-NAPHTHALENEDIOL	http://www.drugbank.ca/drugs/DB07610	\N
1,3,5-BENZENETRICARBOXYLIC ACID	http://www.drugbank.ca/drugs/DB08632	\N
1,3,5-TRICHLOROBENZENE	http://www.drugbank.ca/drugs/DB03836	\N
1,3-DIPHENYLUREA	http://www.drugbank.ca/drugs/DB07496	\N
1,4-BUTANEDIOL	http://www.drugbank.ca/drugs/DB01955	\N
1,6-NAPHTHALENEDIOL	http://www.drugbank.ca/drugs/DB07661	\N
17.ALPHA.-ESTRIOL	http://www.drugbank.ca/drugs/DB07702	\N
17-METHYL-5.ALPHA.-ANDROSTANE-3.BETA.,17.BETA.-DIOL	http://www.drugbank.ca/drugs/DB01513	\N
18-METHYL-19-NORTESTOSTERONE	http://www.drugbank.ca/drugs/DB01543	\N
19-NOR-5-ANDROSTENEDIOL	http://www.drugbank.ca/drugs/DB01455	\N
19-NORANDROST-4-ENE-3,17-DIONE	http://www.drugbank.ca/drugs/DB01434	\N
1-AMINOANTHRACENE	http://www.drugbank.ca/drugs/DB01976	\N
1-AMINOCYCLOPROPANECARBOXYLIC ACID	http://www.drugbank.ca/drugs/DB02085	\N
1-ANDROSTENEDIOL	http://www.drugbank.ca/drugs/DB01503	\N
1-ANDROSTENEDIONE	http://www.drugbank.ca/drugs/DB01451	\N
1-ANILINO-8-NAPHTHALENESULFONIC ACID	http://www.drugbank.ca/drugs/DB04474	\N
1-BROMO-2-PROPANOL, (+)-	http://www.drugbank.ca/drugs/DB03335	\N
1-BROMO-3-CHLOROPROPANE	http://www.drugbank.ca/drugs/DB00326	\N
1-METHYL HISTIDINE	http://www.drugbank.ca/drugs/DB04151	12108
1-METHYLIMIDAZOLE	http://www.drugbank.ca/drugs/DB02671	\N
1-NAPHTHALENEACETIC ACID	http://www.drugbank.ca/drugs/DB01750	\N
1-NAPHTHOXYACETIC ACID	http://www.drugbank.ca/drugs/DB08286	\N
1-NAPHTHYLAMINE-5-SULFONIC ACID	http://www.drugbank.ca/drugs/DB07176	\N
1-NAPHTHYLAMINE-6-SULFONIC ACID	http://www.drugbank.ca/drugs/DB08238	\N
1-OCTEN-3-OL, (+)-	http://www.drugbank.ca/drugs/DB03025	\N
1-PHENYLCYCLOHEXYLAMINE	http://www.drugbank.ca/drugs/DB01506	\N
1-PIPERIDINOCYCLOHEXANECARBONITRILE	http://www.drugbank.ca/drugs/DB01539	12212
1-TESTOSTERONE	http://www.drugbank.ca/drugs/DB01481	\N
2,2,2-TRIFLUOROETHANOL	http://www.drugbank.ca/drugs/DB03226	10802
2,3-BUTANEDIOL, ERYTHRO-	http://www.drugbank.ca/drugs/DB02418	\N
2,3-BUTANEDIOL, (-)-	http://www.drugbank.ca/drugs/DB02418	\N
2,3-DIHYDROXY BENZOIC ACID	http://www.drugbank.ca/drugs/DB01672	\N
2,4,6-TRIBROMOPHENOL	http://www.drugbank.ca/drugs/DB02417	\N
2,4,6-TRINITROTOLUENE	http://www.drugbank.ca/drugs/DB01676	\N
2-(4-BIPHENYL)PROPIONIC ACID, (+)-	http://www.drugbank.ca/drugs/DB02047	\N
2,4-DIAMINOBUTYRIC ACID, L-	http://www.drugbank.ca/drugs/DB03817	\N
2,4-DIBROMOPHENOL	http://www.drugbank.ca/drugs/DB04977	\N
2,4-DIHYDROXYBENZOIC ACID	http://www.drugbank.ca/drugs/DB02839	1368632
2,4-DINITROPHENOL	http://www.drugbank.ca/drugs/DB04528	12901
2,5-DIMETHOXY-4-PROPYLTHIOPHENETHYLAMINE	http://www.drugbank.ca/drugs/DB01458	\N
25-HYDROXYCHOLESTEROL	http://www.drugbank.ca/drugs/DB04705	\N
2,5-XYLIDINE	http://www.drugbank.ca/drugs/DB02163	\N
2,6-NAPHTHALENEDICARBOXYLIC ACID	http://www.drugbank.ca/drugs/DB08262	\N
2,6-NAPHTHALENEDISULFONIC ACID	http://www.drugbank.ca/drugs/DB04640	\N
2,6-PYRIDINEDICARBOXYLIC ACID	http://www.drugbank.ca/drugs/DB04267	\N
